feature_id,cf_class,cf_superclass,cf_subclass,molecular_family
17639,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
17187,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_145
11430,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
6179,Benzene_and_substituted_derivatives,Benzenoids,Benzyloxycarbonyls,mf_331
6072,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
896,Carboxylic_acids_and_derivatives,Phenylpropanoids_and_polyketides,Amino_acids-_peptides-_and_analogues,mf_170
17689,no_matches,no_matches,no_matches,mf_singleton
13067,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
15807,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
13211,Glycerolipids,Lipids_and_lipid-like_molecules,Diradylglycerols,mf_213
15924,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_374
13819,no_matches,no_matches,no_matches,mf_singleton
15051,no_matches,no_matches,no_matches,mf_singleton
4446,Unsaturated_hydrocarbons,Hydrocarbons,Olefins,mf_112
13195,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_303
13959,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
5944,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_244
10059,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
9152,no_matches,no_matches,no_matches,mf_singleton
17834,no_matches,no_matches,no_matches,mf_singleton
18362,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_singleton
1535,Pyridines_and_derivatives,Organoheterocyclic_compounds,Oximes,mf_191
4738,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_160
17685,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_146
9690,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Pregnot_availablee_steroids,mf_singleton
9800,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_450
1609,Benzene_and_substituted_derivatives,Benzenoids,Carbonyl_compounds,mf_151
15047,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
994,no_matches,no_matches,no_matches,mf_singleton
16185,Diazines,Lipids_and_lipid-like_molecules,Pyrimidines_and_pyrimidine_derivatives,mf_102
8033,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_singleton
13643,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
17459,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_229
9538,no_matches,no_matches,no_matches,mf_singleton
11663,no_matches,no_matches,no_matches,mf_singleton
13090,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_512
438,no_matches,no_matches,no_matches,mf_singleton
10964,no_matches,no_matches,no_matches,mf_singleton
10770,Fatty_Acyls,Lipids_and_lipid-like_molecules,not_available,mf_686
12501,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
12585,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
965,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_704
17899,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_436
9510,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
13535,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_57
8628,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
13300,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
12171,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_181
10843,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
17480,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
12642,no_matches,no_matches,no_matches,mf_singleton
1966,Pyridines_and_derivatives,Organoheterocyclic_compounds,Pyridinecarboxylic_acids_and_derivatives,mf_singleton
5474,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_271
13762,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_43
13609,no_matches,no_matches,no_matches,mf_singleton
11826,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
6879,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
3408,Thioethers,Organoheterocyclic_compounds,Aryl_thioethers,mf_45
17656,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
16618,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
3567,no_matches,no_matches,no_matches,mf_singleton
7613,no_matches,no_matches,no_matches,mf_singleton
12201,no_matches,no_matches,no_matches,mf_singleton
16045,Diazines,Lipids_and_lipid-like_molecules,Pyrimidines_and_pyrimidine_derivatives,mf_102
4308,no_matches,no_matches,no_matches,mf_singleton
17526,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_5
15895,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
17501,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Vitamin_D_and_derivatives,mf_singleton
17585,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_146
16721,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Cholestane_steroids,mf_13
10394,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
11030,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_136
16128,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_52
11279,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
8143,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
14263,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
968,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_96
13154,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_229
16200,Organooxygen_compounds,Lipids_and_lipid-like_molecules,Carbonyl_compounds,mf_80
17531,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_212
8183,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_512
15869,no_matches,no_matches,no_matches,mf_singleton
856,no_matches,no_matches,no_matches,mf_singleton
11441,Peptidomimetics,Organic_acids_and_derivatives,Depsipeptides,mf_singleton
3388,no_matches,no_matches,no_matches,mf_singleton
14947,Organooxygen_compounds,Organic_oxygen_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_139
12557,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
17692,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
11358,no_matches,no_matches,no_matches,mf_singleton
13509,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
4475,Fatty_Acyls,Benzenoids,not_available,mf_71
18465,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_97
396,no_matches,no_matches,no_matches,mf_294
3561,Pyrans,Benzenoids,not_available,mf_158
1113,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_297
3619,Phenols,Organoheterocyclic_compounds,not_available,mf_347
10420,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_416
3080,Fatty_Acyls,Benzenoids,not_available,mf_71
11094,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
1182,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
18365,no_matches,no_matches,no_matches,mf_279
14611,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_575
10733,Benzopyrans,Organoheterocyclic_compounds,1-benzopyrans,mf_singleton
8077,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_330
14701,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
11605,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
6608,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
8403,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
1006,Glycerolipids,Lipids_and_lipid-like_molecules,Diradylglycerols,mf_213
12432,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Tricarboxylic_acids_and_derivatives,mf_368
4237,Pyrans,Benzenoids,not_available,mf_158
11867,no_matches,no_matches,no_matches,mf_singleton
3245,2-arylbenzofuran_flavonoids,Organoheterocyclic_compounds,not_available,mf_735
14176,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
13223,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
14233,no_matches,no_matches,no_matches,mf_singleton
2858,no_matches,no_matches,no_matches,mf_singleton
9642,no_matches,no_matches,no_matches,mf_singleton
8948,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_351
12042,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
15735,no_matches,no_matches,no_matches,mf_singleton
11146,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
13203,no_matches,no_matches,no_matches,mf_singleton
16048,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Bile_acids-_alcohols_and_derivatives,mf_441
14582,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Bile_acids-_alcohols_and_derivatives,mf_441
10705,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
1763,Benzene_and_substituted_derivatives,Benzenoids,Phenethylamines,mf_108
9993,not_available,Lipids_and_lipid-like_molecules,not_available,mf_402
7859,Indolizidines,Organoheterocyclic_compounds,not_available,mf_singleton
11172,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
1309,no_matches,no_matches,no_matches,mf_singleton
14285,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_229
7321,Phenols,Benzenoids,1-hydroxy-2-unsubstituted_benzenoids,mf_singleton
7805,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
11293,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
15060,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
15286,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
2375,no_matches,no_matches,no_matches,mf_singleton
983,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_8
2799,Fatty_Acyls,Lipids_and_lipid-like_molecules,Diradylglycerols,mf_49
18533,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
8390,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
14042,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_281
9366,no_matches,no_matches,no_matches,mf_singleton
14066,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_281
12828,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
1083,Carboxylic_acids_and_derivatives,Nucleosides-_nucleotides-_and_analogues,not_available,mf_197
12163,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_543
3219,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_160
17604,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoinositols,mf_121
7852,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_129
1531,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_72
9204,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
7130,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
16960,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_amides,mf_119
1138,no_matches,no_matches,no_matches,mf_singleton
2020,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_349
12256,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_singleton
9506,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_singleton
17229,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_206
3289,Fatty_Acyls,Lipids_and_lipid-like_molecules,Diradylglycerols,mf_49
13120,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_182
16505,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
5875,no_matches,no_matches,no_matches,mf_singleton
924,Benzene_and_substituted_derivatives,Benzenoids,Carbonyl_compounds,mf_151
4938,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_105
6021,Fatty_Acyls,Benzenoids,not_available,mf_71
18168,no_matches,no_matches,no_matches,mf_singleton
522,Organooxygen_compounds,Organic_oxygen_compounds,Ethers,mf_501
6470,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_538
7981,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
5464,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
17747,no_matches,no_matches,no_matches,mf_singleton
17040,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
12270,Organooxygen_compounds,Lipids_and_lipid-like_molecules,Carbohydrates_and_carbohydrate_conjugates,mf_47
15758,Coumarins_and_derivatives,Phenylpropanoids_and_polyketides,Hydroxycoumarins,mf_40
1062,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_53
1705,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_225
10539,Prenol_lipids,Organoheterocyclic_compounds,not_available,mf_255
12197,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
14848,Macrolides_and_analogues,Phenylpropanoids_and_polyketides,Milbemycins,mf_singleton
222,no_matches,no_matches,no_matches,mf_singleton
18120,Fatty_Acyls,Organoheterocyclic_compounds,not_available,mf_348
15699,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_358
16782,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
8792,Azoles,Organoheterocyclic_compounds,Oxadiazoles,mf_527
16956,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
11357,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_206
189,no_matches,no_matches,no_matches,mf_singleton
8770,Fatty_Acyls,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_391
13376,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_269
13779,no_matches,no_matches,no_matches,mf_singleton
15490,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_176
2153,no_matches,no_matches,no_matches,mf_singleton
9210,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
13240,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
17929,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
2562,Phenylpropanoic_acids,Phenylpropanoids_and_polyketides,not_available,mf_463
2102,Prenol_lipids,Lipids_and_lipid-like_molecules,Amino_acids-_peptides-_and_analogues,mf_553
8587,Lignot_available_glycosides,Lignot_availables-_neolignot_availables_and_related_compounds,not_available,mf_singleton
18151,no_matches,no_matches,no_matches,mf_singleton
17756,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_436
4570,Phenols,Benzenoids,Benzenetriols_and_derivatives,mf_singleton
4644,no_matches,no_matches,no_matches,mf_singleton
17320,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
11233,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_181
17398,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
17233,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
18433,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
18103,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
201,no_matches,no_matches,no_matches,mf_singleton
4049,no_matches,no_matches,no_matches,mf_singleton
3704,Dihydrofurans,Organoheterocyclic_compounds,Furanones,mf_singleton
15380,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_146
3613,Dihydrofurans,Organoheterocyclic_compounds,Furanones,mf_209
7830,not_available,Lignot_availables-_neolignot_availables_and_related_compounds,not_available,mf_277
315,no_matches,no_matches,no_matches,mf_singleton
12006,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
9168,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_512
1203,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
12739,no_matches,no_matches,no_matches,mf_singleton
2117,Unsaturated_hydrocarbons,Hydrocarbons,Olefins,mf_112
15062,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
18391,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_97
17667,no_matches,no_matches,no_matches,mf_singleton
3557,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_202
11111,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_136
4741,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_380
17947,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoserines,mf_572
17468,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
17239,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_188
16595,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_singleton
4484,Organooxygen_compounds,Organic_oxygen_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_236
17368,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_206
10181,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
2693,no_matches,no_matches,no_matches,mf_singleton
14049,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
7251,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
9088,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Androstane_steroids,mf_singleton
17124,no_matches,no_matches,no_matches,mf_singleton
17079,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_52
14080,Organonitrogen_compounds,Organic_nitrogen_compounds,not_available,mf_169
11708,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Tricarboxylic_acids_and_derivatives,mf_368
14792,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
4520,Fatty_Acyls,Benzenoids,not_available,mf_71
7731,Tetralins,Benzenoids,not_available,mf_singleton
7521,Fatty_Acyls,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_391
5074,Dihydrofurans,Organoheterocyclic_compounds,Furanones,mf_singleton
15309,no_matches,no_matches,no_matches,mf_singleton
2738,no_matches,no_matches,no_matches,mf_singleton
14284,no_matches,no_matches,no_matches,mf_singleton
5185,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_225
15376,no_matches,no_matches,no_matches,mf_singleton
16380,Fatty_Acyls,Organoheterocyclic_compounds,not_available,mf_348
458,no_matches,no_matches,no_matches,mf_singleton
18066,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
18294,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
13207,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_461
8877,no_matches,no_matches,no_matches,mf_singleton
18332,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_229
7714,Linear_1-3-diarylpropanoids,Phenylpropanoids_and_polyketides,Chalcones_and_dihydrochalcones,mf_185
14056,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
17324,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
17624,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_212
15445,no_matches,no_matches,no_matches,mf_singleton
17042,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_singleton
12013,no_matches,no_matches,no_matches,mf_singleton
17433,Glycerophospholipids,Lipids_and_lipid-like_molecules,not_available,mf_322
17568,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
6609,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
12608,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
15740,no_matches,no_matches,no_matches,mf_singleton
4384,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_267
1073,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
16024,no_matches,no_matches,no_matches,mf_singleton
680,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
3659,Lactones,Organoheterocyclic_compounds,not_available,mf_101
2971,Indoles_and_derivatives,Organoheterocyclic_compounds,Indoles,mf_187
17453,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_206
658,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
13990,no_matches,no_matches,no_matches,mf_singleton
13024,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_38
9032,Fatty_Acyls,Phenylpropanoids_and_polyketides,not_available,mf_109
14402,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
2280,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_singleton
12950,Lactones,Organoheterocyclic_compounds,Gamma_butyrolactones,mf_singleton
14861,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_654
10659,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_194
17186,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_217
2484,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_392
17237,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_188
5551,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_218
11963,Prenol_lipids,Lipids_and_lipid-like_molecules,Retinoids,mf_singleton
6052,no_matches,no_matches,no_matches,mf_singleton
15099,Organooxygen_compounds,Organic_oxygen_compounds,Alcohols_and_polyols,mf_singleton
2593,no_matches,no_matches,no_matches,mf_singleton
1717,no_matches,no_matches,no_matches,mf_singleton
11011,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_singleton
17699,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
12202,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
3143,no_matches,no_matches,no_matches,mf_singleton
14381,no_matches,no_matches,no_matches,mf_singleton
14111,no_matches,no_matches,no_matches,mf_singleton
18499,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
11515,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
3990,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_111
2063,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_137
13344,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_226
8546,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_28
8645,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_562
17961,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_369
1527,no_matches,no_matches,no_matches,mf_singleton
16002,no_matches,no_matches,no_matches,mf_singleton
7455,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_380
16594,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
10309,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Vitamin_D_and_derivatives,mf_singleton
4863,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_418
342,Carboxylic_acids_and_derivatives,Phenylpropanoids_and_polyketides,Amino_acids-_peptides-_and_analogues,mf_1
9965,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
1177,Organooxygen_compounds,Organic_oxygen_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_singleton
15600,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
16327,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_171
6132,Benzene_and_substituted_derivatives,Benzenoids,Amino_acids-_peptides-_and_analogues,mf_75
2563,no_matches,no_matches,no_matches,mf_singleton
1339,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_53
8286,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
12980,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
6166,Benzene_and_substituted_derivatives,Benzenoids,Benzyloxycarbonyls,mf_331
5632,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
8891,no_matches,no_matches,no_matches,mf_singleton
12137,no_matches,no_matches,no_matches,mf_singleton
15764,Macrolides_and_analogues,Phenylpropanoids_and_polyketides,not_available,mf_220
3715,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
8909,no_matches,no_matches,no_matches,mf_singleton
11062,Linear_1-3-diarylpropanoids,Phenylpropanoids_and_polyketides,not_available,mf_25
14679,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
2627,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_155
16567,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_5
16044,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Vitamin_D_and_derivatives,mf_singleton
16313,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_singleton
8148,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_330
8887,Prenol_lipids,Lipids_and_lipid-like_molecules,Retinoids,mf_singleton
18334,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
11091,no_matches,no_matches,no_matches,mf_singleton
2139,Dihydrofurans,Organoheterocyclic_compounds,Furanones,mf_209
8495,Fatty_Acyls,Phenylpropanoids_and_polyketides,not_available,mf_109
